,day,type,direction,amount,balance
1688,86,CLIENT_OUT,out,1428502.0,17860181.6
1689,86,DEPOSIT_IN,in,7214394.96,25074576.56
1690,86,DEPOSIT_IN,in,6267559.6,31342136.16
1691,86,CLIENT_IN,in,1868598.39,33210734.56
1692,86,CLIENT_IN,in,792972.65,34003707.21
1693,86,CLIENT_OUT,out,4198082.67,29805624.54
1694,86,CLIENT_OUT,out,3852480.5,25953144.03
1695,86,CLIENT_IN,in,3539397.45,29492541.49
1696,86,CLIENT_IN,in,4073670.08,33566211.57
1697,86,DEPOSIT_IN,in,8266131.78,41832343.35
1698,86,CLIENT_IN,in,1083677.39,42916020.73
1699,86,DEPOSIT_IN,in,9596879.96,52512900.69
1700,86,LOAN_ISSUE,out,8063180.67,44449720.02
1701,86,CLIENT_OUT,out,2396100.19,42053619.83
1702,86,CLIENT_OUT,out,1780491.38,40273128.44
1703,86,CLIENT_IN,in,2655718.83,42928847.27
1704,86,CLIENT_IN,in,3071175.46,46000022.74
1705,86,CLIENT_OUT,out,4258275.3,41741747.44
1706,86,DEPOSIT_IN,in,8968300.91,50710048.35
1707,86,CLIENT_IN,in,2548363.02,53258411.37
1708,86,CLIENT_IN,in,1679523.02,54937934.39
1709,87,CLIENT_IN,in,301389.7,55239324.09
1710,87,CLIENT_OUT,out,217995.47,55021328.62
1711,87,CLIENT_IN,in,3157946.59,58179275.21
1712,87,DEPOSIT_IN,in,9262895.62,67442170.83
1713,87,CLIENT_OUT,out,846284.02,66595886.81
1714,87,CLIENT_IN,in,804107.32,67399994.13
1715,87,DEPOSIT_IN,in,6995475.42,74395469.55
1716,87,LOAN_ISSUE,out,18792964.52,55602505.03
1717,87,CLIENT_IN,in,1563723.28,57166228.31
1718,87,LOAN_ISSUE,out,13384777.91,43781450.4
1719,87,CLIENT_OUT,out,211180.22,43570270.18
1720,87,CLIENT_OUT,out,1500266.29,42070003.89
1721,87,CLIENT_OUT,out,142100.63,41927903.26
1722,87,CLIENT_OUT,out,2008682.76,39919220.51
1723,87,CLIENT_OUT,out,971303.78,38947916.73
1724,87,CLIENT_OUT,out,3249625.04,35698291.68
1725,87,CLIENT_IN,in,2467279.03,38165570.71
1726,87,CLIENT_OUT,out,4709420.04,33456150.67
1727,87,LOAN_ISSUE,out,18128710.01,15327440.66
1728,87,CLIENT_IN,in,4607553.59,19934994.25
1729,87,CLIENT_IN,in,1548881.73,21483875.97
1730,88,CLIENT_OUT,out,4897851.2,16586024.78
1731,88,LOAN_ISSUE,out,5828878.09,10757146.68
1732,88,CLIENT_IN,in,189431.03,10946577.71
1733,88,LOAN_ISSUE,out,14165758.17,10000000.0
1734,88,CLIENT_OUT,out,3830435.51,10000000.0
1735,88,CLIENT_IN,in,3879833.3,13879833.3
1736,88,CLIENT_IN,in,2520427.85,16400261.16
1737,88,CLIENT_IN,in,2357619.14,18757880.3
1738,88,CLIENT_IN,in,3539896.42,22297776.72
1739,88,CLIENT_OUT,out,1417915.76,20879860.96
1740,88,CLIENT_OUT,out,4109740.12,16770120.84
1741,88,CLIENT_IN,in,3880910.67,20651031.51
1742,88,CLIENT_OUT,out,2539124.46,18111907.05
1743,88,CLIENT_IN,in,3094973.59,21206880.65
1744,88,CLIENT_IN,in,4449192.19,25656072.84
1745,88,DEPOSIT_IN,in,5399068.82,31055141.65
1746,88,CLIENT_IN,in,3356364.13,34411505.78
1747,88,CLIENT_OUT,out,1340385.01,33071120.78
1748,88,DEPOSIT_IN,in,8234550.94,41305671.71
1749,88,TAX,out,4695657.28,36610014.44
1750,89,CLIENT_OUT,out,2113024.18,34496990.25
1751,89,CLIENT_IN,in,1445977.8,35942968.06
1752,89,CLIENT_OUT,out,2711892.37,33231075.68
1753,89,CLIENT_IN,in,1070351.16,34301426.84
1754,89,CLIENT_OUT,out,2862568.91,31438857.93
1755,89,LOAN_ISSUE,out,15294640.5,16144217.43
1756,89,CLIENT_OUT,out,1351794.12,14792423.32
1757,89,CLIENT_IN,in,1697194.86,16489618.18
1758,89,CLIENT_OUT,out,1776766.27,14712851.9
1759,89,CLIENT_OUT,out,438412.98,14274438.92
1760,89,CLIENT_IN,in,4548704.62,18823143.54
1761,89,CLIENT_IN,in,1617810.48,20440954.02
1762,89,CLIENT_IN,in,421025.4,20861979.42
1763,89,LOAN_ISSUE,out,7289106.72,13572872.7
1764,89,CLIENT_IN,in,866080.72,14438953.42
1765,89,CLIENT_OUT,out,4066678.44,10372274.98
1766,89,CLIENT_OUT,out,596416.6,10000000.0
1767,89,CLIENT_OUT,out,1487777.78,10000000.0
1768,89,DEPOSIT_IN,in,4160155.23,14160155.23
1769,89,LOAN_ISSUE,out,19351665.86,10000000.0
1770,89,CLIENT_OUT,out,891513.21,10000000.0
1771,90,CLIENT_IN,in,3427427.26,13427427.26
1772,90,DEPOSIT_IN,in,5480437.84,18907865.11
1773,90,DEPOSIT_IN,in,6985247.95,25893113.06
1774,90,CLIENT_OUT,out,3932625.81,21960487.25
1775,90,LOAN_ISSUE,out,4305742.46,17654744.79
1776,90,CLIENT_IN,in,678264.55,18333009.34
1777,90,CLIENT_OUT,out,362697.86,17970311.48
1778,90,LOAN_ISSUE,out,16220390.52,10000000.0
1779,90,CLIENT_IN,in,4956103.54,14956103.54
1780,90,CLIENT_IN,in,246061.31,15202164.85
1781,90,CLIENT_IN,in,1104602.44,16306767.29
1782,90,CLIENT_IN,in,2922963.9,19229731.19
1783,90,DEPOSIT_IN,in,6818004.1,26047735.29
1784,90,CLIENT_OUT,out,4981586.15,21066149.14
1785,90,LOAN_ISSUE,out,9463301.83,11602847.31
1786,90,CLIENT_OUT,out,378349.17,11224498.14
1787,90,CLIENT_OUT,out,1416406.19,10000000.0
1788,90,CLIENT_IN,in,4611546.78,14611546.78
1789,90,DEPOSIT_IN,in,874660.58,15486207.36
1790,90,CLIENT_OUT,out,562844.52,14923362.84
1791,90,CLIENT_OUT,out,4307652.09,10615710.75
1792,90,SALARY,out,8187559.84,10000000.0
1793,91,CLIENT_OUT,out,3674055.53,10000000.0
1794,91,CLIENT_IN,in,1031957.56,11031957.56
1795,91,CLIENT_OUT,out,1615604.31,10000000.0
1796,91,CLIENT_IN,in,969060.06,10969060.06
1797,91,CLIENT_IN,in,4866914.49,15835974.54
1798,91,CLIENT_IN,in,1977354.66,17813329.2
1799,91,CLIENT_IN,in,1656020.05,19469349.25
1800,91,LOAN_ISSUE,out,2194527.21,17274822.05
1801,91,CLIENT_OUT,out,655402.6,16619419.45
1802,91,CLIENT_OUT,out,1892213.79,14727205.66
1803,91,CLIENT_IN,in,1125768.12,15852973.78
1804,91,CLIENT_OUT,out,3444839.45,12408134.33
1805,91,CLIENT_IN,in,2851955.11,15260089.44
1806,91,CLIENT_OUT,out,3916917.7,11343171.74
1807,91,DEPOSIT_IN,in,9554457.13,20897628.87
1808,91,DEPOSIT_IN,in,3279823.97,24177452.84
1809,91,CLIENT_IN,in,4583833.44,28761286.28
1810,91,CLIENT_IN,in,2326289.08,31087575.36
1811,91,CLIENT_IN,in,4727655.47,35815230.83
1812,91,CLIENT_OUT,out,1596911.38,34218319.45
1813,91,CLIENT_OUT,out,4200037.45,30018282.0
1814,92,CLIENT_IN,in,1838270.57,31856552.58
1815,92,DEPOSIT_IN,in,7719016.74,39575569.32
1816,92,CLIENT_OUT,out,1376382.39,38199186.93
1817,92,CLIENT_IN,in,2705186.74,40904373.67
1818,92,CLIENT_OUT,out,556240.82,40348132.85
1819,92,CLIENT_IN,in,2001808.2,42349941.06
1820,92,CLIENT_IN,in,4100592.87,46450533.93
1821,92,CLIENT_IN,in,4399478.89,50850012.82
1822,92,CLIENT_OUT,out,4247018.9,46602993.92
1823,92,CLIENT_OUT,out,3635069.64,42967924.28
1824,92,DEPOSIT_IN,in,862295.02,43830219.3
1825,92,CLIENT_OUT,out,1291044.64,42539174.66
1826,92,CLIENT_IN,in,1676501.61,44215676.26
1827,92,CLIENT_OUT,out,426754.64,43788921.63
1828,92,CLIENT_IN,in,3424303.15,47213224.77
1829,92,DEPOSIT_IN,in,7722076.23,54935301.0
1830,92,CLIENT_OUT,out,3942032.75,50993268.26
1831,92,CLIENT_IN,in,298159.49,51291427.75
1832,92,LOAN_ISSUE,out,1403716.41,49887711.34
1833,92,CLIENT_IN,in,4031440.97,53919152.31
1834,92,CLIENT_OUT,out,1424874.45,52494277.86
1835,93,CLIENT_IN,in,626666.28,53120944.14
1836,93,CLIENT_IN,in,4488556.68,57609500.82
1837,93,CLIENT_OUT,out,3494053.78,54115447.04
1838,93,CLIENT_IN,in,3513319.87,57628766.91
1839,93,LOAN_ISSUE,out,12874798.24,44753968.67
1840,93,CLIENT_IN,in,3902181.63,48656150.29
1841,93,CLIENT_IN,in,4782263.41,53438413.7
1842,93,LOAN_ISSUE,out,17690347.93,35748065.78
1843,93,CLIENT_OUT,out,4431080.87,31316984.9
1844,93,CLIENT_OUT,out,500539.21,30816445.7
1845,93,CLIENT_IN,in,4468162.02,35284607.72
1846,93,LOAN_ISSUE,out,14978861.16,20305746.55
1847,93,CLIENT_OUT,out,1493894.3,18811852.25
1848,93,CLIENT_OUT,out,4142997.06,14668855.19
1849,93,DEPOSIT_IN,in,3747068.32,18415923.52
1850,93,LOAN_ISSUE,out,6383548.34,12032375.17
1851,93,CLIENT_IN,in,2027135.34,14059510.51
1852,94,LOAN_ISSUE,out,12616400.04,10000000.0
1853,94,CLIENT_IN,in,3478305.0,13478305.0
1854,94,CLIENT_OUT,out,2088976.13,11389328.88
1855,94,LOAN_ISSUE,out,6762835.59,10000000.0
1856,94,CLIENT_IN,in,1167848.41,11167848.41
1857,94,CLIENT_OUT,out,4248519.82,10000000.0
1858,94,CLIENT_OUT,out,2499711.53,10000000.0
1859,94,CLIENT_OUT,out,1670328.8,10000000.0
1860,94,DEPOSIT_IN,in,4024688.87,14024688.87
1861,94,CLIENT_IN,in,1600325.1,15625013.97
1862,94,LOAN_ISSUE,out,17412417.95,10000000.0
1863,94,LOAN_ISSUE,out,5246762.91,10000000.0
1864,94,CLIENT_OUT,out,2019125.62,10000000.0
1865,94,CLIENT_OUT,out,3413064.6,10000000.0
1866,94,LOAN_ISSUE,out,2344692.22,10000000.0
1867,94,CLIENT_IN,in,3779255.99,13779255.99
1868,94,CLIENT_IN,in,107247.72,13886503.71
1869,94,CLIENT_IN,in,4317402.44,18203906.15
1870,95,CLIENT_IN,in,3851887.17,22055793.32
1871,95,CLIENT_OUT,out,4737179.44,17318613.88
1872,95,CLIENT_IN,in,434037.71,17752651.59
1873,95,CLIENT_OUT,out,1327436.36,16425215.22
1874,95,CLIENT_IN,in,2659970.86,19085186.09
1875,95,CLIENT_OUT,out,372913.41,18712272.67
1876,95,CLIENT_OUT,out,4703997.59,14008275.09
1877,95,LOAN_ISSUE,out,11746132.21,10000000.0
1878,95,CLIENT_IN,in,4427546.0,14427546.0
1879,95,LOAN_ISSUE,out,15789161.99,10000000.0
1880,95,CLIENT_IN,in,1371939.21,11371939.21
1881,95,CLIENT_IN,in,3431135.23,14803074.44
1882,95,CLIENT_IN,in,1681657.86,16484732.29
1883,95,CLIENT_OUT,out,4380743.72,12103988.58
1884,95,CLIENT_OUT,out,1413659.07,10690329.5
1885,95,CLIENT_IN,in,4319017.09,15009346.59
1886,95,CLIENT_OUT,out,2805718.97,12203627.62
1887,95,LOAN_ISSUE,out,3059073.97,10000000.0
1888,95,CLIENT_IN,in,2160612.24,12160612.24
1889,95,CLIENT_IN,in,4918663.49,17079275.73
1890,95,CLIENT_IN,in,2765518.71,19844794.44
1891,95,CLIENT_IN,in,3890699.97,23735494.41
1892,95,CLIENT_IN,in,771695.39,24507189.81
1893,95,CLIENT_IN,in,1090951.9,25598141.71
1894,96,CLIENT_IN,in,1214690.47,26812832.18
1895,96,CLIENT_OUT,out,360404.74,26452427.44
1896,96,CLIENT_IN,in,4542668.75,30995096.19
1897,96,CLIENT_IN,in,4797674.03,35792770.21
1898,96,CLIENT_OUT,out,2540093.32,33252676.9
1899,96,DEPOSIT_IN,in,6598691.83,39851368.73
1900,96,CLIENT_IN,in,1334106.95,41185475.67
1901,96,CLIENT_OUT,out,1020562.91,40164912.76
1902,96,CLIENT_IN,in,1517313.55,41682226.31
1903,96,CLIENT_IN,in,455611.65,42137837.96
1904,96,CLIENT_IN,in,4758278.07,46896116.03
1905,96,CLIENT_OUT,out,922043.16,45974072.86
1906,96,CLIENT_OUT,out,451895.52,45522177.35
1907,96,LOAN_ISSUE,out,2121249.96,43400927.38
1908,96,CLIENT_IN,in,929355.61,44330283.0
1909,96,CLIENT_IN,in,2201163.31,46531446.31
1910,97,CLIENT_OUT,out,4226855.81,42304590.5
1911,97,CLIENT_OUT,out,4938432.65,37366157.85
1912,97,CLIENT_OUT,out,812238.83,36553919.02
1913,97,LOAN_ISSUE,out,2394957.58,34158961.44
1914,97,CLIENT_OUT,out,1665715.07,32493246.36
1915,97,CLIENT_OUT,out,1685412.69,30807833.68
1916,97,CLIENT_IN,in,2425155.18,33232988.86
1917,97,CLIENT_IN,in,3019764.18,36252753.04
1918,97,CLIENT_IN,in,4800005.51,41052758.55
1919,97,CLIENT_OUT,out,1318272.73,39734485.82
1920,97,CLIENT_OUT,out,3708377.98,36026107.85
1921,97,CLIENT_IN,in,692292.73,36718400.57
1922,97,CLIENT_IN,in,222276.52,36940677.1
1923,97,CLIENT_IN,in,3389986.51,40330663.61
1924,97,CLIENT_IN,in,4438462.99,44769126.6
1925,97,DEPOSIT_IN,in,2013053.25,46782179.85
1926,97,CLIENT_IN,in,2773662.48,49555842.33
1927,97,LOAN_ISSUE,out,2326128.52,47229713.81
1928,97,LOAN_ISSUE,out,4002283.13,43227430.68
1929,98,CLIENT_OUT,out,464936.38,42762494.3
1930,98,CLIENT_OUT,out,815770.17,41946724.13
1931,98,CLIENT_OUT,out,1767407.28,40179316.85
1932,98,LOAN_ISSUE,out,15258404.71,24920912.14
1933,98,CLIENT_IN,in,3853045.27,28773957.41
1934,98,CLIENT_OUT,out,4999025.82,23774931.59
1935,98,CLIENT_OUT,out,2589735.8,21185195.78
1936,98,CLIENT_IN,in,3342391.48,24527587.26
1937,98,CLIENT_IN,in,3851566.3,28379153.55
1938,98,CLIENT_IN,in,1754408.77,30133562.32
1939,98,CLIENT_OUT,out,1715300.07,28418262.25
1940,98,CLIENT_IN,in,716226.25,29134488.5
1941,98,CLIENT_OUT,out,2468381.97,26666106.53
1942,98,DEPOSIT_IN,in,3256538.61,29922645.13
1943,98,CLIENT_IN,in,3122688.92,33045334.06
1944,98,CLIENT_IN,in,3281032.39,36326366.45
1945,98,CLIENT_OUT,out,1911627.74,34414738.71
1946,99,CLIENT_IN,in,172102.0,34586840.71
1947,99,CLIENT_IN,in,1634683.71,36221524.42
1948,99,CLIENT_OUT,out,569215.13,35652309.29
1949,99,CLIENT_OUT,out,4880702.17,30771607.12
1950,99,CLIENT_OUT,out,2854601.87,27917005.25
1951,99,CLIENT_OUT,out,1131399.98,26785605.27
1952,99,CLIENT_OUT,out,1928005.06,24857600.21
1953,99,CLIENT_OUT,out,122783.02,24734817.2
1954,99,CLIENT_IN,in,4351224.62,29086041.81
1955,99,CLIENT_IN,in,2889618.87,31975660.68
1956,99,CLIENT_IN,in,1041442.43,33017103.12
1957,99,CLIENT_OUT,out,1887278.17,31129824.95
1958,99,CLIENT_IN,in,1151397.04,32281221.99
1959,99,CLIENT_OUT,out,1409975.83,30871246.16
1960,99,DEPOSIT_IN,in,7201424.09,38072670.26
1961,99,DEPOSIT_IN,in,8324291.69,46396961.95
1962,99,CLIENT_OUT,out,2118906.16,44278055.79
1963,99,CLIENT_IN,in,4007983.36,48286039.14
1964,99,CLIENT_OUT,out,1364000.4,46922038.74
1965,99,CLIENT_IN,in,2727247.08,49649285.82
1966,99,CLIENT_OUT,out,607492.11,49041793.71
1967,99,DEPOSIT_IN,in,8360783.37,57402577.08
1968,100,CLIENT_IN,in,1441337.16,58843914.24
1969,100,DEPOSIT_IN,in,3988611.37,62832525.61
1970,100,LOAN_ISSUE,out,2047256.62,60785268.98
1971,100,CLIENT_IN,in,2203618.68,62988887.66
1972,100,CLIENT_IN,in,3250981.76,66239869.42
1973,100,CLIENT_IN,in,4833151.94,71073021.36
1974,100,CLIENT_OUT,out,4984252.82,66088768.54
1975,100,CLIENT_OUT,out,552132.17,65536636.38
1976,100,CLIENT_OUT,out,754114.08,64782522.3
1977,100,CLIENT_OUT,out,4860957.06,59921565.23
1978,100,CLIENT_OUT,out,2178473.73,57743091.5
1979,100,CLIENT_IN,in,2827656.8,60570748.3
1980,100,CLIENT_IN,in,284336.74,60855085.04
1981,100,CLIENT_OUT,out,2398937.21,58456147.83
1982,100,CLIENT_IN,in,3341494.16,61797641.99
1983,100,CLIENT_OUT,out,1860154.35,59937487.65
1984,100,CLIENT_IN,in,3359605.25,63297092.9
1985,100,CLIENT_OUT,out,3939715.44,59357377.46
1986,101,CLIENT_OUT,out,3533966.68,55823410.78
1987,101,CLIENT_OUT,out,3561150.96,52262259.82
1988,101,CLIENT_OUT,out,3385897.54,48876362.28
1989,101,CLIENT_OUT,out,2155756.46,46720605.83
1990,101,LOAN_ISSUE,out,6917707.89,39802897.94
1991,101,CLIENT_IN,in,4783326.57,44586224.51
1992,101,CLIENT_IN,in,1718412.43,46304636.94
1993,101,CLIENT_IN,in,884785.88,47189422.82
1994,101,DEPOSIT_IN,in,2515107.4,49704530.22
1995,101,DEPOSIT_IN,in,5559627.9,55264158.13
1996,101,CLIENT_OUT,out,2644114.83,52620043.29
1997,101,CLIENT_OUT,out,1572582.96,51047460.33
1998,101,CLIENT_OUT,out,2955459.27,48092001.07
1999,101,CLIENT_IN,in,405337.01,48497338.08
2000,101,CLIENT_IN,in,3049603.12,51546941.19
2001,102,CLIENT_OUT,out,3976046.29,47570894.9
2002,102,CLIENT_OUT,out,3155367.85,44415527.05
2003,102,DEPOSIT_IN,in,4980826.58,49396353.64
2004,102,CLIENT_IN,in,674463.57,50070817.21
2005,102,CLIENT_IN,in,2903618.53,52974435.74
2006,102,LOAN_ISSUE,out,15904914.02,37069521.73
2007,102,CLIENT_OUT,out,3584793.99,33484727.74
2008,102,LOAN_ISSUE,out,8550824.08,24933903.65
2009,102,CLIENT_IN,in,414161.34,25348064.99
2010,102,CLIENT_IN,in,4443127.33,29791192.32
2011,102,DEPOSIT_IN,in,3027909.38,32819101.7
2012,102,CLIENT_IN,in,2389424.31,35208526.01
2013,102,DEPOSIT_IN,in,6051093.15,41259619.15
2014,102,CLIENT_OUT,out,605882.15,40653737.0
2015,102,CLIENT_IN,in,694137.24,41347874.24
2016,102,DEPOSIT_IN,in,3186121.33,44533995.57
2017,103,CLIENT_OUT,out,3822705.99,40711289.58
2018,103,LOAN_ISSUE,out,10005366.33,30705923.25
2019,103,CLIENT_IN,in,3946359.68,34652282.93
2020,103,CLIENT_OUT,out,4755559.66,29896723.27
2021,103,CLIENT_IN,in,2661894.45,32558617.71
2022,103,CLIENT_OUT,out,4009133.94,28549483.77
2023,103,CLIENT_OUT,out,1989472.08,26560011.7
2024,103,CLIENT_OUT,out,3794368.0,22765643.7
2025,103,CLIENT_IN,in,1294406.67,24060050.37
2026,103,DEPOSIT_IN,in,5568742.84,29628793.21
2027,103,CLIENT_IN,in,2771640.57,32400433.78
2028,103,CLIENT_IN,in,2555692.41,34956126.19
2029,103,CLIENT_OUT,out,1751321.8,33204804.39
2030,103,CLIENT_OUT,out,2673485.27,30531319.12
2031,103,DEPOSIT_IN,in,2093774.09,32625093.21
2032,103,CLIENT_OUT,out,3736849.56,28888243.65
2033,103,LOAN_ISSUE,out,4053954.08,24834289.56
2034,103,DEPOSIT_IN,in,3955488.48,28789778.04
2035,103,DEPOSIT_IN,in,2899432.69,31689210.74
2036,103,CLIENT_IN,in,2429205.72,34118416.46
2037,103,DEPOSIT_IN,in,2754851.4,36873267.85
2038,103,CLIENT_OUT,out,2266419.83,34606848.02
2039,104,CLIENT_IN,in,3150775.55,37757623.57
2040,104,CLIENT_IN,in,1868500.63,39626124.2
2041,104,CLIENT_IN,in,4967863.24,44593987.44
2042,104,CLIENT_IN,in,1301277.34,45895264.78
2043,104,CLIENT_IN,in,3562885.73,49458150.52
2044,104,CLIENT_OUT,out,2816018.58,46642131.94
2045,104,CLIENT_IN,in,4138353.74,50780485.68
2046,104,CLIENT_IN,in,409962.73,51190448.41
2047,104,CLIENT_OUT,out,2091103.74,49099344.67
2048,104,CLIENT_IN,in,949528.47,50048873.14
2049,104,CLIENT_OUT,out,1496738.7,48552134.45
2050,104,CLIENT_OUT,out,4424346.29,44127788.16
2051,104,CLIENT_OUT,out,1568570.0,42559218.16
2052,104,CLIENT_IN,in,3690776.89,46249995.05
2053,104,CLIENT_OUT,out,1317546.09,44932448.95
2054,104,CLIENT_OUT,out,3157924.04,41774524.92
2055,104,CLIENT_OUT,out,4081204.84,37693320.08
2056,104,CLIENT_IN,in,2429386.82,40122706.9
2057,104,CLIENT_OUT,out,579936.27,39542770.63
2058,104,DEPOSIT_IN,in,7331020.68,46873791.3
2059,104,CLIENT_OUT,out,1480065.51,45393725.8
2060,104,CLIENT_IN,in,995690.23,46389416.02
2061,105,DEPOSIT_IN,in,2378588.09,48768004.11
2062,105,CLIENT_IN,in,4183090.04,52951094.14
2063,105,DEPOSIT_IN,in,2730252.19,55681346.34
2064,105,CLIENT_IN,in,1862105.61,57543451.95
2065,105,CLIENT_IN,in,4617906.56,62161358.51
2066,105,CLIENT_IN,in,4717333.16,66878691.68
2067,105,DEPOSIT_IN,in,6348670.65,73227362.32
2068,105,CLIENT_IN,in,2966672.64,76194034.97
2069,105,CLIENT_IN,in,1141432.47,77335467.44
2070,105,CLIENT_OUT,out,908488.68,76426978.76
2071,105,CLIENT_OUT,out,698404.71,75728574.05
2072,105,LOAN_ISSUE,out,3832411.01,71896163.03
2073,105,CLIENT_IN,in,604520.59,72500683.63
2074,105,DEPOSIT_IN,in,3812478.88,76313162.5
2075,105,CLIENT_OUT,out,1696894.82,74616267.68
2076,105,LOAN_ISSUE,out,1342381.93,73273885.75
2077,105,CLIENT_OUT,out,1619740.72,71654145.04
2078,105,CLIENT_IN,in,2547387.58,74201532.61
2079,105,CLIENT_IN,in,4217318.1,78418850.71
2080,105,CLIENT_OUT,out,3068660.99,75350189.72
2081,105,CLIENT_IN,in,574601.03,75924790.76
2082,105,DEPOSIT_IN,in,9558035.69,85482826.44
2083,105,CLIENT_OUT,out,3813196.97,81669629.48
2084,105,SALARY,out,12376909.77,69292719.71
2085,106,CLIENT_OUT,out,4130949.72,65161769.99
2086,106,DEPOSIT_IN,in,649903.75,65811673.74
2087,106,CLIENT_IN,in,4077616.61,69889290.36
2088,106,CLIENT_OUT,out,1702182.86,68187107.49
2089,106,CLIENT_IN,in,4888342.49,73075449.98
2090,106,DEPOSIT_IN,in,9829359.39,82904809.37
2091,106,CLIENT_IN,in,4121834.93,87026644.3
2092,106,LOAN_ISSUE,out,17948301.67,69078342.62
2093,106,CLIENT_OUT,out,1322768.39,67755574.23
2094,106,CLIENT_IN,in,2702197.46,70457771.69
2095,106,CLIENT_OUT,out,4791395.09,65666376.6
2096,106,CLIENT_OUT,out,746430.06,64919946.54
2097,106,CLIENT_OUT,out,2172701.85,62747244.69
2098,106,CLIENT_OUT,out,2140727.91,60606516.78
2099,106,CLIENT_IN,in,3991855.0,64598371.78
2100,106,DEPOSIT_IN,in,4066400.27,68664772.05
2101,106,DEPOSIT_IN,in,7748514.48,76413286.54
2102,106,CLIENT_IN,in,2693749.05,79107035.59
2103,107,CLIENT_OUT,out,4718394.86,74388640.73
2104,107,CLIENT_OUT,out,653063.51,73735577.22
2105,107,DEPOSIT_IN,in,7856725.04,81592302.25
2106,107,CLIENT_OUT,out,4972971.48,76619330.77
2107,107,CLIENT_OUT,out,4328777.85,72290552.92
2108,107,CLIENT_IN,in,3838019.48,76128572.4
2109,107,CLIENT_OUT,out,4455404.62,71673167.78
2110,107,DEPOSIT_IN,in,9586262.04,81259429.81
2111,107,CLIENT_IN,in,4009420.58,85268850.39
2112,107,CLIENT_OUT,out,1451606.6,83817243.8
2113,107,CLIENT_OUT,out,3021472.64,80795771.15
2114,107,CLIENT_IN,in,1132170.82,81927941.98
2115,107,CLIENT_OUT,out,2488511.97,79439430.01
2116,107,CLIENT_OUT,out,4279666.58,75159763.43
2117,107,CLIENT_IN,in,3320853.65,78480617.08
2118,107,CLIENT_IN,in,3981171.98,82461789.06
2119,107,CLIENT_IN,in,3021004.17,85482793.23
2120,107,CLIENT_IN,in,3201573.41,88684366.64
2121,107,LOAN_ISSUE,out,13508464.16,75175902.48
2122,107,CLIENT_IN,in,171769.03,75347671.51
2123,107,CLIENT_IN,in,1280239.62,76627911.13
2124,107,CLIENT_IN,in,4578945.35,81206856.49
2125,107,CLIENT_IN,in,1272334.87,82479191.36
2126,107,LOAN_ISSUE,out,10300243.57,72178947.79
2127,108,CLIENT_IN,in,3745800.34,75924748.13
2128,108,CLIENT_OUT,out,3931633.91,71993114.23
2129,108,CLIENT_OUT,out,3584460.82,68408653.4
2130,108,DEPOSIT_IN,in,4445752.98,72854406.38
2131,108,CLIENT_OUT,out,635967.76,72218438.62
2132,108,CLIENT_OUT,out,576319.92,71642118.7
2133,108,LOAN_ISSUE,out,3591609.14,68050509.57
2134,108,LOAN_ISSUE,out,12249455.08,55801054.48
2135,108,CLIENT_OUT,out,518618.08,55282436.41
2136,108,CLIENT_IN,in,2161471.38,57443907.79
2137,108,CLIENT_IN,in,2031185.42,59475093.21
2138,108,CLIENT_OUT,out,1641005.98,57834087.24
2139,108,CLIENT_IN,in,1634041.6,59468128.84
2140,108,CLIENT_OUT,out,3212924.97,56255203.86
2141,108,CLIENT_IN,in,2712815.37,58968019.23
2142,109,CLIENT_IN,in,3649177.05,62617196.29
2143,109,DEPOSIT_IN,in,3556206.02,66173402.31
2144,109,CLIENT_OUT,out,1257013.4,64916388.91
2145,109,CLIENT_OUT,out,573614.13,64342774.77
2146,109,CLIENT_OUT,out,2877683.13,61465091.64
2147,109,CLIENT_IN,in,856654.77,62321746.42
2148,109,DEPOSIT_IN,in,8379555.95,70701302.36
2149,109,DEPOSIT_IN,in,3298875.15,74000177.51
2150,109,CLIENT_IN,in,3908929.8,77909107.31
2151,109,CLIENT_IN,in,1162428.53,79071535.84
2152,109,CLIENT_IN,in,4475142.6,83546678.44
2153,109,CLIENT_IN,in,1860973.17,85407651.61
2154,109,CLIENT_OUT,out,3588045.17,81819606.44
2155,109,CLIENT_OUT,out,1095115.09,80724491.35
2156,109,DEPOSIT_IN,in,8615850.84,89340342.19
2157,109,CLIENT_IN,in,1468777.95,90809120.13
2158,109,CLIENT_IN,in,4751314.29,95560434.42
2159,109,CLIENT_OUT,out,931075.22,94629359.2
2160,109,CLIENT_OUT,out,2737577.15,91891782.05
2161,109,CLIENT_IN,in,2566430.39,94458212.44
2162,109,CLIENT_IN,in,1212579.34,95670791.79
2163,109,LOAN_ISSUE,out,14577949.19,81092842.6
2164,109,CLIENT_OUT,out,2973065.81,78119776.78
2165,109,CLIENT_OUT,out,3562284.83,74557491.96
2166,110,CLIENT_OUT,out,2893239.7,71664252.25
2167,110,CLIENT_OUT,out,100573.9,71563678.35
2168,110,LOAN_ISSUE,out,2136364.9,69427313.45
2169,110,LOAN_ISSUE,out,3644921.42,65782392.03
2170,110,CLIENT_IN,in,307320.33,66089712.36
2171,110,CLIENT_IN,in,832580.98,66922293.34
2172,110,CLIENT_OUT,out,779586.85,66142706.49
2173,110,LOAN_ISSUE,out,17890400.19,48252306.3
2174,110,DEPOSIT_IN,in,8091808.0,56344114.29
2175,110,LOAN_ISSUE,out,6412304.97,49931809.33
